,Date,Latitude,Longitude,Bin_Number,Bin_value,bin_cate
557,2022-02-12,12.88043,80.076799,8,74,1
558,2022-02-12,12.880518,80.076922,9,82,1
559,2022-02-12,12.880215,80.076766,10,86,1
560,2022-02-12,12.880027,80.076831,11,38,2
561,2022-02-12,12.879985,80.076997,12,96,2
562,2022-02-12,12.879938,80.077174,13,63,2
563,2022-02-12,12.879901,80.077351,14,32,2
564,2022-02-12,12.879818,80.077496,15,91,2
565,2022-02-12,12.879781,80.077743,16,98,2
566,2022-02-12,12.879708,80.077904,17,99,2
567,2022-02-12,12.87965,80.07806,18,56,2
568,2022-02-12,12.879603,80.078264,19,99,2
569,2022-02-12,12.879512,80.078409,20,37,2
570,2022-02-12,12.881547,80.076461,21,28,3
571,2022-02-12,12.881715,80.075999,22,50,3
572,2022-02-12,12.881924,80.075602,23,86,3
573,2022-02-12,12.882101,80.075261,24,54,3
574,2022-02-12,12.882206,80.074756,25,56,3
575,2022-02-12,12.881861,80.074681,26,94,3
576,2022-02-12,12.881725,80.075046,27,62,3
577,2022-02-12,12.881536,80.075368,28,100,3
578,2022-02-12,12.881421,80.07583,29,84,3
579,2022-02-12,12.881264,80.076291,30,40,3
580,2022-02-12,12.879586,80.07653,31,30,4
581,2022-02-12,12.879356,80.076605,32,100,4
582,2022-02-12,12.879282,80.076814,33,94,4
583,2022-02-12,12.879481,80.076503,34,47,4
584,2022-02-12,12.879251,80.077018,35,38,4
585,2022-02-12,12.879193,80.077212,36,79,4
586,2022-02-12,12.879146,80.077357,37,56,4
587,2022-02-12,12.879037,80.077459,38,83,4
588,2022-02-12,12.878995,80.077695,39,37,4
589,2022-02-12,12.878911,80.077877,40,63,4
590,2022-02-12,12.879795,80.07505,41,85,5
591,2022-02-12,12.87969,80.075254,42,43,5
592,2022-02-12,12.880046,80.074761,43,43,5
593,2022-02-12,12.88037,80.075362,44,42,5
594,2022-02-12,12.880642,80.075008,45,50,5
595,2022-02-12,12.881113,80.075201,46,36,5
596,2022-02-12,12.880893,80.075544,47,72,5
597,2022-02-12,12.881018,80.075534,48,27,5
598,2022-02-12,12.879696,80.075132,49,27,5
599,2022-02-12,12.881133,80.075362,50,31,5
600,2022-02-13,12.879995,80.07858,1,59,1
601,2022-02-13,12.880075,80.078284,2,62,1
602,2022-02-13,12.880195,80.078042,3,45,1
603,2022-02-13,12.880242,80.077833,4,38,1
604,2022-02-13,12.880336,80.077602,5,40,1
605,2022-02-13,12.880424,80.077378,6,62,1
606,2022-02-13,12.880503,80.077136,7,43,1
607,2022-02-13,12.88043,80.076799,8,67,1
608,2022-02-13,12.880518,80.076922,9,67,1
609,2022-02-13,12.880215,80.076766,10,83,1
610,2022-02-13,12.880027,80.076831,11,34,2
611,2022-02-13,12.879985,80.076997,12,87,2
612,2022-02-13,12.879938,80.077174,13,72,2
613,2022-02-13,12.879901,80.077351,14,52,2
614,2022-02-13,12.879818,80.077496,15,79,2
615,2022-02-13,12.879781,80.077743,16,60,2
616,2022-02-13,12.879708,80.077904,17,85,2
617,2022-02-13,12.87965,80.07806,18,85,2
618,2022-02-13,12.879603,80.078264,19,95,2
619,2022-02-13,12.879512,80.078409,20,31,2
620,2022-02-13,12.881547,80.076461,21,87,3
621,2022-02-13,12.881715,80.075999,22,52,3
622,2022-02-13,12.881924,80.075602,23,66,3
623,2022-02-13,12.882101,80.075261,24,70,3
624,2022-02-13,12.882206,80.074756,25,68,3
625,2022-02-13,12.881861,80.074681,26,80,3
626,2022-02-13,12.881725,80.075046,27,65,3
627,2022-02-13,12.881536,80.075368,28,67,3
628,2022-02-13,12.881421,80.07583,29,100,3
629,2022-02-13,12.881264,80.076291,30,60,3
630,2022-02-13,12.879586,80.07653,31,78,4
631,2022-02-13,12.879356,80.076605,32,77,4
632,2022-02-13,12.879282,80.076814,33,61,4
633,2022-02-13,12.879481,80.076503,34,70,4
634,2022-02-13,12.879251,80.077018,35,67,4
635,2022-02-13,12.879193,80.077212,36,96,4
636,2022-02-13,12.879146,80.077357,37,25,4
637,2022-02-13,12.879037,80.077459,38,56,4
638,2022-02-13,12.878995,80.077695,39,94,4
639,2022-02-13,12.878911,80.077877,40,60,4
640,2022-02-13,12.879795,80.07505,41,39,5
641,2022-02-13,12.87969,80.075254,42,35,5
642,2022-02-13,12.880046,80.074761,43,30,5
643,2022-02-13,12.88037,80.075362,44,68,5
644,2022-02-13,12.880642,80.075008,45,51,5
645,2022-02-13,12.881113,80.075201,46,32,5
646,2022-02-13,12.880893,80.075544,47,64,5
647,2022-02-13,12.881018,80.075534,48,99,5
648,2022-02-13,12.879696,80.075132,49,58,5
649,2022-02-13,12.881133,80.075362,50,55,5
650,2022-02-14,12.879995,80.07858,1,67,1
651,2022-02-14,12.880075,80.078284,2,52,1
652,2022-02-14,12.880195,80.078042,3,78,1
653,2022-02-14,12.880242,80.077833,4,78,1
654,2022-02-14,12.880336,80.077602,5,84,1
655,2022-02-14,12.880424,80.077378,6,50,1
656,2022-02-14,12.880503,80.077136,7,82,1
657,2022-02-14,12.88043,80.076799,8,63,1
658,2022-02-14,12.880518,80.076922,9,65,1
659,2022-02-14,12.880215,80.076766,10,68,1
660,2022-02-14,12.880027,80.076831,11,62,2
661,2022-02-14,12.879985,80.076997,12,47,2
662,2022-02-14,12.879938,80.077174,13,35,2
663,2022-02-14,12.879901,80.077351,14,47,2
664,2022-02-14,12.879818,80.077496,15,61,2
665,2022-02-14,12.879781,80.077743,16,46,2
666,2022-02-14,12.879708,80.077904,17,50,2
667,2022-02-14,12.87965,80.07806,18,41,2
668,2022-02-14,12.879603,80.078264,19,70,2
669,2022-02-14,12.879512,80.078409,20,98,2
670,2022-02-14,12.881547,80.076461,21,73,3
671,2022-02-14,12.881715,80.075999,22,93,3
672,2022-02-14,12.881924,80.075602,23,69,3
673,2022-02-14,12.882101,80.075261,24,51,3
674,2022-02-14,12.882206,80.074756,25,51,3
675,2022-02-14,12.881861,80.074681,26,42,3
676,2022-02-14,12.881725,80.075046,27,68,3
677,2022-02-14,12.881536,80.075368,28,40,3
678,2022-02-14,12.881421,80.07583,29,84,3
679,2022-02-14,12.881264,80.076291,30,62,3
680,2022-02-14,12.879586,80.07653,31,82,4
681,2022-02-14,12.879356,80.076605,32,33,4
682,2022-02-14,12.879282,80.076814,33,57,4
683,2022-02-14,12.879481,80.076503,34,97,4
684,2022-02-14,12.879251,80.077018,35,95,4
685,2022-02-14,12.879193,80.077212,36,90,4
686,2022-02-14,12.879146,80.077357,37,55,4
687,2022-02-14,12.879037,80.077459,38,70,4
688,2022-02-14,12.878995,80.077695,39,44,4
689,2022-02-14,12.878911,80.077877,40,64,4
690,2022-02-14,12.879795,80.07505,41,25,5
691,2022-02-14,12.87969,80.075254,42,42,5
692,2022-02-14,12.880046,80.074761,43,76,5
693,2022-02-14,12.88037,80.075362,44,48,5
694,2022-02-14,12.880642,80.075008,45,75,5
695,2022-02-14,12.881113,80.075201,46,54,5
696,2022-02-14,12.880893,80.075544,47,62,5
697,2022-02-14,12.881018,80.075534,48,82,5
698,2022-02-14,12.879696,80.075132,49,31,5
699,2022-02-14,12.881133,80.075362,50,48,5
700,2022-02-15,12.879995,80.07858,1,91,1
701,2022-02-15,12.880075,80.078284,2,84,1
702,2022-02-15,12.880195,80.078042,3,68,1
703,2022-02-15,12.880242,80.077833,4,36,1
704,2022-02-15,12.880336,80.077602,5,51,1
705,2022-02-15,12.880424,80.077378,6,87,1
706,2022-02-15,12.880503,80.077136,7,41,1
707,2022-02-15,12.88043,80.076799,8,46,1
708,2022-02-15,12.880518,80.076922,9,75,1
709,2022-02-15,12.880215,80.076766,10,31,1
710,2022-02-15,12.880027,80.076831,11,77,2
711,2022-02-15,12.879985,80.076997,12,48,2
712,2022-02-15,12.879938,80.077174,13,62,2
713,2022-02-15,12.879901,80.077351,14,74,2
714,2022-02-15,12.879818,80.077496,15,99,2
715,2022-02-15,12.879781,80.077743,16,34,2
716,2022-02-15,12.879708,80.077904,17,29,2
717,2022-02-15,12.87965,80.07806,18,98,2
718,2022-02-15,12.879603,80.078264,19,36,2
719,2022-02-15,12.879512,80.078409,20,98,2
720,2022-02-15,12.881547,80.076461,21,63,3
721,2022-02-15,12.881715,80.075999,22,70,3
722,2022-02-15,12.881924,80.075602,23,66,3
723,2022-02-15,12.882101,80.075261,24,55,3
724,2022-02-15,12.882206,80.074756,25,82,3
725,2022-02-15,12.881861,80.074681,26,94,3
726,2022-02-15,12.881725,80.075046,27,55,3
727,2022-02-15,12.881536,80.075368,28,30,3
728,2022-02-15,12.881421,80.07583,29,31,3
729,2022-02-15,12.881264,80.076291,30,84,3
730,2022-02-15,12.879586,80.07653,31,84,4
731,2022-02-15,12.879356,80.076605,32,91,4
732,2022-02-15,12.879282,80.076814,33,33,4
733,2022-02-15,12.879481,80.076503,34,100,4
734,2022-02-15,12.879251,80.077018,35,98,4
735,2022-02-15,12.879193,80.077212,36,50,4
736,2022-02-15,12.879146,80.077357,37,59,4
737,2022-02-15,12.879037,80.077459,38,40,4
738,2022-02-15,12.878995,80.077695,39,34,4
739,2022-02-15,12.878911,80.077877,40,53,4
740,2022-02-15,12.879795,80.07505,41,31,5
741,2022-02-15,12.87969,80.075254,42,64,5
742,2022-02-15,12.880046,80.074761,43,44,5
743,2022-02-15,12.88037,80.075362,44,49,5
744,2022-02-15,12.880642,80.075008,45,90,5
745,2022-02-15,12.881113,80.075201,46,28,5
746,2022-02-15,12.880893,80.075544,47,50,5
747,2022-02-15,12.881018,80.075534,48,37,5
748,2022-02-15,12.879696,80.075132,49,50,5
749,2022-02-15,12.881133,80.075362,50,86,5
750,2022-02-16,12.879995,80.07858,1,49,1
751,2022-02-16,12.880075,80.078284,2,73,1
752,2022-02-16,12.880195,80.078042,3,49,1
753,2022-02-16,12.880242,80.077833,4,89,1
754,2022-02-16,12.880336,80.077602,5,63,1
755,2022-02-16,12.880424,80.077378,6,63,1
756,2022-02-16,12.880503,80.077136,7,48,1
757,2022-02-16,12.88043,80.076799,8,32,1
758,2022-02-16,12.880518,80.076922,9,88,1
759,2022-02-16,12.880215,80.076766,10,51,1
760,2022-02-16,12.880027,80.076831,11,70,2
761,2022-02-16,12.879985,80.076997,12,58,2
762,2022-02-16,12.879938,80.077174,13,78,2
763,2022-02-16,12.879901,80.077351,14,44,2
764,2022-02-16,12.879818,80.077496,15,48,2
765,2022-02-16,12.879781,80.077743,16,63,2
766,2022-02-16,12.879708,80.077904,17,41,2
767,2022-02-16,12.87965,80.07806,18,63,2
768,2022-02-16,12.879603,80.078264,19,99,2
769,2022-02-16,12.879512,80.078409,20,89,2
770,2022-02-16,12.881547,80.076461,21,95,3
771,2022-02-16,12.881715,80.075999,22,53,3
772,2022-02-16,12.881924,80.075602,23,50,3
773,2022-02-16,12.882101,80.075261,24,83,3
774,2022-02-16,12.882206,80.074756,25,59,3
775,2022-02-16,12.881861,80.074681,26,97,3
776,2022-02-16,12.881725,80.075046,27,33,3
777,2022-02-16,12.881536,80.075368,28,71,3
778,2022-02-16,12.881421,80.07583,29,66,3
779,2022-02-16,12.881264,80.076291,30,63,3
780,2022-02-16,12.879586,80.07653,31,97,4
781,2022-02-16,12.879356,80.076605,32,57,4
782,2022-02-16,12.879282,80.076814,33,77,4
783,2022-02-16,12.879481,80.076503,34,92,4
784,2022-02-16,12.879251,80.077018,35,75,4
785,2022-02-16,12.879193,80.077212,36,30,4
786,2022-02-16,12.879146,80.077357,37,63,4
787,2022-02-16,12.879037,80.077459,38,43,4
788,2022-02-16,12.878995,80.077695,39,64,4
789,2022-02-16,12.878911,80.077877,40,100,4
790,2022-02-16,12.879795,80.07505,41,34,5
791,2022-02-16,12.87969,80.075254,42,63,5
792,2022-02-16,12.880046,80.074761,43,45,5
793,2022-02-16,12.88037,80.075362,44,35,5
794,2022-02-16,12.880642,80.075008,45,36,5
795,2022-02-16,12.881113,80.075201,46,34,5
796,2022-02-16,12.880893,80.075544,47,87,5
797,2022-02-16,12.881018,80.075534,48,30,5
798,2022-02-16,12.879696,80.075132,49,84,5
799,2022-02-16,12.881133,80.075362,50,48,5
800,2022-02-17,12.879995,80.07858,1,85,1
801,2022-02-17,12.880075,80.078284,2,51,1
802,2022-02-17,12.880195,80.078042,3,65,1
803,2022-02-17,12.880242,80.077833,4,92,1
804,2022-02-17,12.880336,80.077602,5,32,1
805,2022-02-17,12.880424,80.077378,6,88,1
806,2022-02-17,12.880503,80.077136,7,34,1
807,2022-02-17,12.88043,80.076799,8,93,1
808,2022-02-17,12.880518,80.076922,9,75,1
809,2022-02-17,12.880215,80.076766,10,46,1
810,2022-02-17,12.880027,80.076831,11,61,2
811,2022-02-17,12.879985,80.076997,12,40,2
812,2022-02-17,12.879938,80.077174,13,68,2
813,2022-02-17,12.879901,80.077351,14,90,2
814,2022-02-17,12.879818,80.077496,15,27,2
815,2022-02-17,12.879781,80.077743,16,85,2
816,2022-02-17,12.879708,80.077904,17,28,2
817,2022-02-17,12.87965,80.07806,18,44,2
818,2022-02-17,12.879603,80.078264,19,57,2
819,2022-02-17,12.879512,80.078409,20,65,2
820,2022-02-17,12.881547,80.076461,21,63,3
821,2022-02-17,12.881715,80.075999,22,30,3
822,2022-02-17,12.881924,80.075602,23,62,3
823,2022-02-17,12.882101,80.075261,24,83,3
824,2022-02-17,12.882206,80.074756,25,41,3
825,2022-02-17,12.881861,80.074681,26,44,3
826,2022-02-17,12.881725,80.075046,27,64,3
827,2022-02-17,12.881536,80.075368,28,56,3
828,2022-02-17,12.881421,80.07583,29,65,3
829,2022-02-17,12.881264,80.076291,30,70,3
830,2022-02-17,12.879586,80.07653,31,76,4
831,2022-02-17,12.879356,80.076605,32,55,4
832,2022-02-17,12.879282,80.076814,33,88,4
833,2022-02-17,12.879481,80.076503,34,30,4
834,2022-02-17,12.879251,80.077018,35,68,4
835,2022-02-17,12.879193,80.077212,36,80,4
836,2022-02-17,12.879146,80.077357,37,62,4
837,2022-02-17,12.879037,80.077459,38,90,4
838,2022-02-17,12.878995,80.077695,39,54,4
839,2022-02-17,12.878911,80.077877,40,48,4
840,2022-02-17,12.879795,80.07505,41,37,5
841,2022-02-17,12.87969,80.075254,42,98,5
842,2022-02-17,12.880046,80.074761,43,50,5
843,2022-02-17,12.88037,80.075362,44,96,5
844,2022-02-17,12.880642,80.075008,45,77,5
845,2022-02-17,12.881113,80.075201,46,55,5
846,2022-02-17,12.880893,80.075544,47,44,5
847,2022-02-17,12.881018,80.075534,48,61,5
848,2022-02-17,12.879696,80.075132,49,62,5
849,2022-02-17,12.881133,80.075362,50,98,5
850,2022-02-18,12.879995,80.07858,1,49,1
851,2022-02-18,12.880075,80.078284,2,84,1
852,2022-02-18,12.880195,80.078042,3,41,1
853,2022-02-18,12.880242,80.077833,4,91,1
854,2022-02-18,12.880336,80.077602,5,54,1
855,2022-02-18,12.880424,80.077378,6,89,1
856,2022-02-18,12.880503,80.077136,7,85,1
857,2022-02-18,12.88043,80.076799,8,94,1
858,2022-02-18,12.880518,80.076922,9,77,1
859,2022-02-18,12.880215,80.076766,10,41,1
860,2022-02-18,12.880027,80.076831,11,40,2
861,2022-02-18,12.879985,80.076997,12,94,2
862,2022-02-18,12.879938,80.077174,13,73,2
863,2022-02-18,12.879901,80.077351,14,82,2
864,2022-02-18,12.879818,80.077496,15,100,2
865,2022-02-18,12.879781,80.077743,16,68,2
866,2022-02-18,12.879708,80.077904,17,54,2
867,2022-02-18,12.87965,80.07806,18,34,2
868,2022-02-18,12.879603,80.078264,19,49,2
869,2022-02-18,12.879512,80.078409,20,92,2
870,2022-02-18,12.881547,80.076461,21,45,3
871,2022-02-18,12.881715,80.075999,22,68,3
872,2022-02-18,12.881924,80.075602,23,96,3
873,2022-02-18,12.882101,80.075261,24,60,3
874,2022-02-18,12.882206,80.074756,25,45,3
875,2022-02-18,12.881861,80.074681,26,71,3
876,2022-02-18,12.881725,80.075046,27,26,3
877,2022-02-18,12.881536,80.075368,28,94,3
878,2022-02-18,12.881421,80.07583,29,80,3
879,2022-02-18,12.881264,80.076291,30,62,3
880,2022-02-18,12.879586,80.07653,31,88,4
881,2022-02-18,12.879356,80.076605,32,34,4
882,2022-02-18,12.879282,80.076814,33,63,4
883,2022-02-18,12.879481,80.076503,34,27,4
884,2022-02-18,12.879251,80.077018,35,44,4
885,2022-02-18,12.879193,80.077212,36,29,4
886,2022-02-18,12.879146,80.077357,37,38,4
887,2022-02-18,12.879037,80.077459,38,36,4
888,2022-02-18,12.878995,80.077695,39,60,4
889,2022-02-18,12.878911,80.077877,40,38,4
890,2022-02-18,12.879795,80.07505,41,60,5
891,2022-02-18,12.87969,80.075254,42,97,5
892,2022-02-18,12.880046,80.074761,43,85,5
893,2022-02-18,12.88037,80.075362,44,45,5
894,2022-02-18,12.880642,80.075008,45,37,5
895,2022-02-18,12.881113,80.075201,46,90,5
896,2022-02-18,12.880893,80.075544,47,97,5
897,2022-02-18,12.881018,80.075534,48,39,5
898,2022-02-18,12.879696,80.075132,49,61,5
899,2022-02-18,12.881133,80.075362,50,90,5
900,2022-02-19,12.879995,80.07858,1,88,1
901,2022-02-19,12.880075,80.078284,2,25,1
902,2022-02-19,12.880195,80.078042,3,46,1
903,2022-02-19,12.880242,80.077833,4,92,1
904,2022-02-19,12.880336,80.077602,5,46,1
905,2022-02-19,12.880424,80.077378,6,70,1
906,2022-02-19,12.880503,80.077136,7,46,1
907,2022-02-19,12.88043,80.076799,8,48,1
908,2022-02-19,12.880518,80.076922,9,90,1
909,2022-02-19,12.880215,80.076766,10,32,1
910,2022-02-19,12.880027,80.076831,11,33,2
911,2022-02-19,12.879985,80.076997,12,32,2
912,2022-02-19,12.879938,80.077174,13,48,2
913,2022-02-19,12.879901,80.077351,14,80,2
914,2022-02-19,12.879818,80.077496,15,32,2
915,2022-02-19,12.879781,80.077743,16,97,2
916,2022-02-19,12.879708,80.077904,17,47,2
917,2022-02-19,12.87965,80.07806,18,93,2
918,2022-02-19,12.879603,80.078264,19,97,2
919,2022-02-19,12.879512,80.078409,20,73,2
920,2022-02-19,12.881547,80.076461,21,59,3
921,2022-02-19,12.881715,80.075999,22,95,3
922,2022-02-19,12.881924,80.075602,23,37,3
923,2022-02-19,12.882101,80.075261,24,46,3
924,2022-02-19,12.882206,80.074756,25,99,3
925,2022-02-19,12.881861,80.074681,26,35,3
926,2022-02-19,12.881725,80.075046,27,46,3
927,2022-02-19,12.881536,80.075368,28,59,3
928,2022-02-19,12.881421,80.07583,29,99,3
929,2022-02-19,12.881264,80.076291,30,89,3
930,2022-02-19,12.879586,80.07653,31,74,4
931,2022-02-19,12.879356,80.076605,32,73,4
932,2022-02-19,12.879282,80.076814,33,35,4
933,2022-02-19,12.879481,80.076503,34,41,4
934,2022-02-19,12.879251,80.077018,35,39,4
935,2022-02-19,12.879193,80.077212,36,52,4
936,2022-02-19,12.879146,80.077357,37,52,4
937,2022-02-19,12.879037,80.077459,38,36,4
938,2022-02-19,12.878995,80.077695,39,79,4
939,2022-02-19,12.878911,80.077877,40,74,4
940,2022-02-19,12.879795,80.07505,41,65,5
941,2022-02-19,12.87969,80.075254,42,62,5
942,2022-02-19,12.880046,80.074761,43,91,5
943,2022-02-19,12.88037,80.075362,44,96,5
944,2022-02-19,12.880642,80.075008,45,54,5
945,2022-02-19,12.881113,80.075201,46,39,5
946,2022-02-19,12.880893,80.075544,47,34,5
947,2022-02-19,12.881018,80.075534,48,84,5
948,2022-02-19,12.879696,80.075132,49,70,5
949,2022-02-19,12.881133,80.075362,50,34,5
950,2022-02-20,12.879995,80.07858,1,81,1
951,2022-02-20,12.880075,80.078284,2,31,1
952,2022-02-20,12.880195,80.078042,3,61,1
953,2022-02-20,12.880242,80.077833,4,29,1
954,2022-02-20,12.880336,80.077602,5,26,1
955,2022-02-20,12.880424,80.077378,6,89,1
956,2022-02-20,12.880503,80.077136,7,50,1
957,2022-02-20,12.88043,80.076799,8,27,1
958,2022-02-20,12.880518,80.076922,9,39,1
959,2022-02-20,12.880215,80.076766,10,25,1
960,2022-02-20,12.880027,80.076831,11,46,2
961,2022-02-20,12.879985,80.076997,12,100,2
962,2022-02-20,12.879938,80.077174,13,51,2
963,2022-02-20,12.879901,80.077351,14,73,2
964,2022-02-20,12.879818,80.077496,15,51,2
965,2022-02-20,12.879781,80.077743,16,89,2
966,2022-02-20,12.879708,80.077904,17,45,2
967,2022-02-20,12.87965,80.07806,18,37,2
968,2022-02-20,12.879603,80.078264,19,96,2
969,2022-02-20,12.879512,80.078409,20,62,2
970,2022-02-20,12.881547,80.076461,21,93,3
971,2022-02-20,12.881715,80.075999,22,55,3
972,2022-02-20,12.881924,80.075602,23,29,3
973,2022-02-20,12.882101,80.075261,24,57,3
974,2022-02-20,12.882206,80.074756,25,61,3
975,2022-02-20,12.881861,80.074681,26,100,3
976,2022-02-20,12.881725,80.075046,27,71,3
977,2022-02-20,12.881536,80.075368,28,34,3
978,2022-02-20,12.881421,80.07583,29,59,3
979,2022-02-20,12.881264,80.076291,30,65,3
980,2022-02-20,12.879586,80.07653,31,55,4
981,2022-02-20,12.879356,80.076605,32,56,4
982,2022-02-20,12.879282,80.076814,33,68,4
983,2022-02-20,12.879481,80.076503,34,93,4
984,2022-02-20,12.879251,80.077018,35,35,4
985,2022-02-20,12.879193,80.077212,36,88,4
986,2022-02-20,12.879146,80.077357,37,29,4
987,2022-02-20,12.879037,80.077459,38,96,4
988,2022-02-20,12.878995,80.077695,39,74,4
989,2022-02-20,12.878911,80.077877,40,29,4
990,2022-02-20,12.879795,80.07505,41,72,5
991,2022-02-20,12.87969,80.075254,42,77,5
992,2022-02-20,12.880046,80.074761,43,50,5
993,2022-02-20,12.88037,80.075362,44,46,5
994,2022-02-20,12.880642,80.075008,45,31,5
995,2022-02-20,12.881113,80.075201,46,26,5
996,2022-02-20,12.880893,80.075544,47,41,5
997,2022-02-20,12.881018,80.075534,48,69,5
998,2022-02-20,12.879696,80.075132,49,95,5
999,2022-02-20,12.881133,80.075362,50,50,5
1000,2022-02-21,12.879995,80.07858,1,95,1
1001,2022-02-21,12.880075,80.078284,2,73,1
1002,2022-02-21,12.880195,80.078042,3,82,1
1003,2022-02-21,12.880242,80.077833,4,79,1
1004,2022-02-21,12.880336,80.077602,5,49,1
1005,2022-02-21,12.880424,80.077378,6,40,1
1006,2022-02-21,12.880503,80.077136,7,55,1
1007,2022-02-21,12.88043,80.076799,8,37,1
1008,2022-02-21,12.880518,80.076922,9,53,1
1009,2022-02-21,12.880215,80.076766,10,49,1
1010,2022-02-21,12.880027,80.076831,11,80,2
1011,2022-02-21,12.879985,80.076997,12,65,2
1012,2022-02-21,12.879938,80.077174,13,69,2
1013,2022-02-21,12.879901,80.077351,14,94,2
1014,2022-02-21,12.879818,80.077496,15,87,2
1015,2022-02-21,12.879781,80.077743,16,29,2
1016,2022-02-21,12.879708,80.077904,17,87,2
1017,2022-02-21,12.87965,80.07806,18,88,2
1018,2022-02-21,12.879603,80.078264,19,93,2
1019,2022-02-21,12.879512,80.078409,20,67,2
1020,2022-02-21,12.881547,80.076461,21,44,3
1021,2022-02-21,12.881715,80.075999,22,84,3
1022,2022-02-21,12.881924,80.075602,23,81,3
1023,2022-02-21,12.882101,80.075261,24,61,3
1024,2022-02-21,12.882206,80.074756,25,29,3
1025,2022-02-21,12.881861,80.074681,26,38,3
1026,2022-02-21,12.881725,80.075046,27,44,3
1027,2022-02-21,12.881536,80.075368,28,89,3
1028,2022-02-21,12.881421,80.07583,29,48,3
1029,2022-02-21,12.881264,80.076291,30,63,3
1030,2022-02-21,12.879586,80.07653,31,56,4
1031,2022-02-21,12.879356,80.076605,32,59,4
1032,2022-02-21,12.879282,80.076814,33,52,4
1033,2022-02-21,12.879481,80.076503,34,64,4
1034,2022-02-21,12.879251,80.077018,35,51,4
1035,2022-02-21,12.879193,80.077212,36,27,4
1036,2022-02-21,12.879146,80.077357,37,78,4
1037,2022-02-21,12.879037,80.077459,38,46,4
1038,2022-02-21,12.878995,80.077695,39,35,4
1039,2022-02-21,12.878911,80.077877,40,48,4
1040,2022-02-21,12.879795,80.07505,41,54,5
1041,2022-02-21,12.87969,80.075254,42,95,5
1042,2022-02-21,12.880046,80.074761,43,48,5
1043,2022-02-21,12.88037,80.075362,44,42,5
1044,2022-02-21,12.880642,80.075008,45,87,5
1045,2022-02-21,12.881113,80.075201,46,25,5
1046,2022-02-21,12.880893,80.075544,47,69,5
1047,2022-02-21,12.881018,80.075534,48,65,5
1048,2022-02-21,12.879696,80.075132,49,66,5
1049,2022-02-21,12.881133,80.075362,50,60,5
1050,2022-02-22,12.879995,80.07858,1,31,1
1051,2022-02-22,12.880075,80.078284,2,89,1
1052,2022-02-22,12.880195,80.078042,3,48,1
1053,2022-02-22,12.880242,80.077833,4,63,1
1054,2022-02-22,12.880336,80.077602,5,76,1
1055,2022-02-22,12.880424,80.077378,6,71,1
1056,2022-02-22,12.880503,80.077136,7,92,1
1057,2022-02-22,12.88043,80.076799,8,99,1
1058,2022-02-22,12.880518,80.076922,9,80,1
1059,2022-02-22,12.880215,80.076766,10,35,1
1060,2022-02-22,12.880027,80.076831,11,52,2
1061,2022-02-22,12.879985,80.076997,12,54,2
1062,2022-02-22,12.879938,80.077174,13,32,2
1063,2022-02-22,12.879901,80.077351,14,92,2
1064,2022-02-22,12.879818,80.077496,15,68,2
1065,2022-02-22,12.879781,80.077743,16,98,2
1066,2022-02-22,12.879708,80.077904,17,46,2
1067,2022-02-22,12.87965,80.07806,18,25,2
1068,2022-02-22,12.879603,80.078264,19,80,2
1069,2022-02-22,12.879512,80.078409,20,72,2
1070,2022-02-22,12.881547,80.076461,21,78,3
1071,2022-02-22,12.881715,80.075999,22,82,3
1072,2022-02-22,12.881924,80.075602,23,57,3
1073,2022-02-22,12.882101,80.075261,24,74,3
1074,2022-02-22,12.882206,80.074756,25,82,3
1075,2022-02-22,12.881861,80.074681,26,32,3
1076,2022-02-22,12.881725,80.075046,27,47,3
1077,2022-02-22,12.881536,80.075368,28,75,3
1078,2022-02-22,12.881421,80.07583,29,34,3
1079,2022-02-22,12.881264,80.076291,30,62,3
1080,2022-02-22,12.879586,80.07653,31,52,4
1081,2022-02-22,12.879356,80.076605,32,80,4
1082,2022-02-22,12.879282,80.076814,33,25,4
1083,2022-02-22,12.879481,80.076503,34,45,4
1084,2022-02-22,12.879251,80.077018,35,77,4
1085,2022-02-22,12.879193,80.077212,36,82,4
1086,2022-02-22,12.879146,80.077357,37,39,4
1087,2022-02-22,12.879037,80.077459,38,45,4
1088,2022-02-22,12.878995,80.077695,39,80,4
1089,2022-02-22,12.878911,80.077877,40,100,4
1090,2022-02-22,12.879795,80.07505,41,57,5
1091,2022-02-22,12.87969,80.075254,42,55,5
1092,2022-02-22,12.880046,80.074761,43,89,5
1093,2022-02-22,12.88037,80.075362,44,53,5
1094,2022-02-22,12.880642,80.075008,45,53,5
1095,2022-02-22,12.881113,80.075201,46,60,5
1096,2022-02-22,12.880893,80.075544,47,36,5
1097,2022-02-22,12.881018,80.075534,48,32,5
1098,2022-02-22,12.879696,80.075132,49,78,5
1099,2022-02-22,12.881133,80.075362,50,80,5
1100,2022-02-23,12.879995,80.07858,1,35,1
1101,2022-02-23,12.880075,80.078284,2,33,1
1102,2022-02-23,12.880195,80.078042,3,74,1
1103,2022-02-23,12.880242,80.077833,4,59,1
1104,2022-02-23,12.880336,80.077602,5,58,1
1105,2022-02-23,12.880424,80.077378,6,59,1
1106,2022-02-23,12.880503,80.077136,7,76,1
1107,2022-02-23,12.88043,80.076799,8,64,1
1108,2022-02-23,12.880518,80.076922,9,91,1
1109,2022-02-23,12.880215,80.076766,10,80,1
1110,2022-02-23,12.880027,80.076831,11,46,2
